Air temperature [K],Torque [Nm],Tool wear [min],Failure Type
297.0,47.5,168,0
299.7,32.4,60,0
302.3,50.9,157,0
301.8,52.0,88,0
299.3,37.2,129,0
300.1,56.0,130,0
300.8,55.8,118,0
299.9,52.8,0,0
300.4,50.3,101,0
301.7,40.5,174,0
298.5,20.2,114,0
297.5,40.4,129,0
298.9,29.4,116,0
298.3,38.0,93,0
301.7,41.1,64,0
300.8,41.3,173,0
303.8,33.4,128,0
300.7,45.3,155,0
302.3,41.3,62,0
299.7,49.0,158,0
300.7,41.7,184,0
297.4,57.9,113,0
303.9,43.3,174,0
297.3,52.3,2,0
300.8,46.4,200,0
303.4,54.8,54,0
301.0,33.2,77,0
298.2,31.2,173,0
303.3,24.2,132,0
302.5,29.9,156,0
300.1,47.2,201,0
300.5,16.3,59,0
300.2,50.2,71,0
301.1,21.7,206,0
298.8,46.7,204,0
301.3,41.8,176,0
300.0,45.2,152,0
300.7,65.3,66,1
300.4,26.0,197,0
299.0,33.3,177,0
298.0,37.1,92,0
299.1,51.1,188,0
300.6,22.8,15,0
301.2,24.0,84,0
296.3,41.5,208,0
299.7,39.9,91,0
300.7,48.1,87,0
295.5,35.9,169,0
297.2,30.0,183,0
300.6,13.5,111,0
300.4,39.9,185,0
300.8,21.8,209,0
299.9,40.7,20,0
303.2,51.1,9,3
302.3,37.8,59,0
301.5,16.4,112,0
298.0,52.9,218,2
300.5,38.4,67,0
297.4,28.9,166,0
297.9,20.4,171,0
302.6,62.4,92,3
298.8,45.5,49,0
299.0,32.3,64,0
302.5,18.9,40,0
297.5,46.6,56,0
300.2,27.5,151,0
298.8,36.2,3,0
302.2,34.0,179,0
301.0,61.4,77,0
297.9,20.2,182,0
299.4,30.8,171,0
302.3,49.3,34,3
299.2,33.5,35,0
299.1,43.4,197,0
297.5,44.8,2,0
302.6,45.7,91,0
301.5,44.0,203,0
300.7,34.2,89,0
298.5,35.3,117,0
300.8,39.0,47,0
299.1,46.7,196,0
300.5,46.6,155,0
298.2,35.2,142,0
301.7,50.1,3,0
300.3,36.4,84,0
302.5,44.9,94,0
300.7,49.1,71,0
300.7,53.3,68,0
299.0,22.8,96,0
300.9,16.5,43,0
301.1,34.1,52,0
301.3,55.7,125,0
298.4,45.3,122,0
299.2,37.4,212,0
299.2,51.4,173,0
295.6,52.4,115,0
300.4,47.5,138,0
297.7,22.9,68,0
304.1,39.9,70,0
297.2,42.5,56,0
297.3,49.1,206,0
301.9,55.7,204,2
298.1,44.7,54,0
297.7,38.6,72,0
298.1,40.8,56,0
297.7,37.7,196,0
296.2,43.6,22,0
301.5,39.1,48,0
303.6,30.7,90,0
299.6,26.3,166,0
301.7,44.8,134,0
298.5,47.5,18,0
302.2,19.2,31,0
302.3,34.1,129,0
303.5,52.9,66,0
297.5,45.6,31,0
297.2,54.0,43,0
299.8,35.9,137,0
300.5,45.4,204,0
303.4,35.9,171,0
300.7,40.2,162,0
299.9,23.5,167,0
297.2,49.8,12,0
298.0,39.5,85,0
297.6,48.6,77,0
300.5,19.3,143,0
299.1,40.1,60,0
300.3,31.5,187,0
301.9,47.4,121,0
297.0,39.2,151,0
300.4,35.9,148,0
298.3,55.5,102,0
300.6,24.4,211,0
299.8,39.6,87,0
296.1,35.7,167,0
298.9,18.0,61,0
296.7,50.1,138,0
301.7,44.0,187,0
300.8,62.4,113,3
298.2,47.1,185,0
302.4,42.9,5,0
297.4,45.5,94,0
300.6,33.8,84,0
302.7,51.5,19,0
302.1,28.9,176,0
299.3,38.4,115,0
297.4,43.6,4,0
301.2,53.3,66,0
299.1,42.8,21,0
300.6,48.8,109,0
299.4,47.9,75,0
299.7,36.0,190,0
299.8,45.6,156,0
297.8,19.2,148,0
297.9,35.7,39,0
303.7,54.4,2,0
298.8,27.1,78,0
299.2,53.6,143,0
299.1,36.5,40,0
301.8,33.3,190,0
301.2,45.3,64,0
301.0,41.8,71,0
299.8,42.7,119,0
300.7,48.3,70,0
304.1,50.1,43,0
302.6,49.5,72,0
298.2,47.6,76,0
296.5,43.6,92,0
301.7,68.2,111,1
300.5,30.2,106,0
300.3,49.4,128,0
299.6,42.4,108,0
302.0,34.5,156,0
299.7,50.7,161,0
298.3,48.3,91,0
299.0,52.6,188,0
302.1,50.8,99,0
298.1,20.3,202,0
300.1,44.3,121,0
297.7,38.8,165,0
303.0,56.2,146,3
302.8,32.3,76,0
296.8,39.5,124,0
297.8,37.6,106,0
300.5,53.2,172,0
302.4,23.9,129,0
298.4,30.2,146,0
299.1,53.6,62,0
298.0,35.6,173,0
297.9,42.9,18,0
299.9,34.3,188,0
301.5,44.5,117,0
297.6,37.3,10,0
303.8,24.9,183,0
300.4,44.6,96,0
300.6,33.8,148,0
300.7,29.7,176,0
300.5,61.3,202,2
300.5,33.0,153,0
297.7,63.7,21,0
303.0,53.6,164,3
300.4,50.7,131,0
302.6,35.1,25,0
298.6,33.9,70,0
298.8,30.7,150,0
304.0,51.2,160,0
302.3,42.3,21,0
299.0,31.7,100,0
302.1,41.3,39,0
298.3,44.2,196,0
302.6,31.0,100,0
300.9,41.2,49,0
298.0,51.3,122,0
302.8,36.8,162,0
297.5,38.8,14,0
298.0,32.4,90,0
300.1,47.3,127,0
302.0,28.1,39,0
297.1,45.2,136,0
299.9,50.8,61,0
297.4,33.5,39,0
301.4,32.3,5,0
297.0,51.4,76,0
299.0,41.1,54,0
302.4,44.8,195,0
297.9,36.7,104,0
300.2,43.9,39,0
304.3,41.5,15,0
298.4,39.3,86,0
300.7,59.2,121,0
303.5,29.8,25,0
300.3,39.9,203,0
302.2,47.8,54,0
297.5,40.3,197,0
301.0,31.6,84,0
300.7,37.2,115,0
302.3,32.7,171,0
298.1,37.9,17,0
298.0,23.4,78,0
302.3,48.7,114,0
300.2,34.3,120,0
302.2,38.0,156,0
296.7,39.4,236,0
297.8,45.0,17,0
301.5,60.5,139,0
300.0,41.4,74,0
297.9,59.3,75,0
298.7,38.0,74,0
300.4,46.7,41,5
299.2,50.8,195,0
297.7,31.1,20,0
300.5,26.8,94,0
300.9,30.4,55,0
297.1,42.2,199,0
298.3,58.8,35,0
300.1,41.7,30,0
299.6,34.1,38,0
300.5,53.5,78,0
303.0,42.1,76,0
299.8,36.0,175,0
297.4,22.6,161,0
297.3,37.7,45,0
301.2,64.6,45,0
302.3,42.8,38,0
297.3,35.4,217,4
298.6,31.8,27,0
301.1,43.9,111,0
301.9,35.9,204,0
300.1,44.3,98,0
300.8,46.8,21,0
301.2,32.6,34,0
298.7,30.1,154,0
298.9,63.0,163,0
297.9,30.8,212,0
297.5,32.9,32,0
300.0,45.9,16,0
300.8,46.4,217,0
300.5,26.7,28,0
297.9,16.8,27,0
302.1,36.8,80,0
298.3,39.9,143,0
300.8,40.0,175,0
301.3,52.5,61,0
303.6,32.9,19,0
298.3,40.1,18,0
299.1,30.9,226,0
298.8,50.8,115,0
297.5,50.3,159,0
297.0,69.1,153,1
301.0,22.0,42,0
297.6,50.6,143,0
298.3,47.5,178,0
300.6,13.4,215,0
300.7,35.2,48,0
298.8,45.2,40,0
298.6,27.8,44,0
299.9,41.2,20,0
300.3,34.1,36,0
300.8,44.5,87,0
300.4,37.3,187,0
298.8,27.5,130,0
301.2,48.3,204,0
301.5,46.7,32,0
298.5,44.5,162,0
297.4,40.4,117,0
301.0,40.2,171,0
300.4,20.1,195,0
299.6,64.0,120,0
298.1,43.7,80,0
297.6,57.4,122,0
298.7,18.2,205,0
303.1,49.2,111,0
302.3,49.6,28,0
297.8,50.1,189,0
298.1,48.2,62,0
298.2,42.2,98,0
297.3,28.4,54,0
297.5,45.9,78,0
301.6,49.5,140,0
300.9,44.1,141,0
298.2,50.3,150,0
302.5,44.2,177,0
302.5,32.4,194,0
300.7,38.9,106,0
299.7,45.4,147,0
302.0,65.3,182,2
301.4,50.6,25,0
300.3,31.9,36,0
298.7,35.6,202,0
301.1,52.4,171,0
302.0,31.5,81,0
298.1,47.3,206,0
298.8,33.7,61,0
301.6,26.6,16,0
297.4,43.0,83,0
299.0,38.6,177,0
300.4,57.2,10,0
297.4,41.0,35,0
299.4,37.5,39,0
302.6,42.8,148,0
300.5,53.0,85,0
297.5,62.3,28,0
303.8,25.1,175,0
299.5,22.3,211,0
300.2,27.1,104,0
301.6,33.7,137,0
303.7,41.2,124,0
297.6,59.9,74,0
296.0,44.2,46,0
300.0,23.8,84,0
297.5,53.5,192,0
297.3,27.7,138,0
298.2,44.4,100,0
301.3,56.8,195,2
301.4,40.9,190,0
300.1,36.7,77,0
295.5,24.3,164,0
302.4,50.5,51,0
300.8,35.1,164,0
302.8,20.3,56,0
297.4,4.2,118,1
297.3,44.1,150,0
297.1,23.8,169,0
301.8,33.4,68,0
298.7,54.2,62,0
301.5,42.3,83,0
299.9,26.6,175,0
297.5,33.6,115,0
300.0,41.2,22,0
301.4,25.7,182,0
302.5,39.5,147,0
300.5,25.9,27,0
297.9,38.3,21,0
297.0,59.0,135,0
297.7,19.1,111,0
303.5,23.6,109,0
300.6,44.1,76,0
298.1,40.8,71,0
297.0,34.1,94,0
297.5,50.4,17,0
302.4,39.9,58,0
304.3,48.1,167,0
303.5,23.6,75,0
299.9,44.3,214,0
298.2,67.3,67,1
296.8,48.8,31,0
299.8,65.1,212,2
301.4,51.2,112,0
303.6,62.4,101,0
301.4,25.4,88,0
296.7,34.7,150,0
298.2,58.3,35,0
302.0,29.6,157,0
299.1,38.4,185,0
303.4,38.7,103,0
298.4,36.1,191,0
303.1,45.3,144,0
295.8,47.6,84,0
296.4,48.4,70,0
300.1,40.8,80,0
300.9,35.0,90,0
301.0,37.3,6,0
298.3,52.3,12,0
298.1,57.2,191,0
300.2,23.0,6,0
303.1,47.6,16,0
300.5,41.5,66,0
301.7,38.0,166,0
298.0,48.2,201,0
299.8,31.1,211,0
302.2,41.7,15,0
297.6,42.4,24,0
299.0,27.6,69,0
301.6,57.8,195,2
301.8,32.4,76,0
300.6,38.5,117,0
300.3,41.6,102,0
300.4,23.9,131,0
300.4,27.4,115,0
300.3,41.2,156,0
296.6,27.0,50,0
299.7,23.7,183,0
300.5,54.2,207,2
298.3,45.9,99,0
301.3,45.4,59,0
303.9,35.0,168,0
301.3,36.9,159,0
299.1,34.1,128,0
304.0,39.8,132,0
298.8,31.9,167,0
297.3,45.9,64,0
300.1,56.7,44,0
298.3,42.4,16,0
297.3,34.4,194,0
299.7,31.4,141,0
299.9,27.5,26,0
297.5,30.2,211,0
301.9,39.7,187,0
302.2,50.5,69,0
301.7,44.5,146,0
300.1,23.0,153,0
298.1,30.7,119,0
299.9,51.1,173,0
297.3,43.3,90,0
300.5,42.9,14,0
299.6,47.0,15,0
301.1,52.3,183,0
297.8,57.9,70,0
301.0,39.8,197,0
303.0,41.7,120,0
298.0,49.3,52,0
301.5,20.5,155,0
301.2,38.6,59,0
297.9,43.5,106,0
297.4,40.5,222,4
299.5,42.1,217,0
299.9,20.4,165,0
299.8,31.8,113,0
297.9,36.9,13,0
297.3,44.5,105,0
300.8,29.9,140,0
300.0,38.8,87,0
300.1,47.7,26,0
302.2,51.6,12,3
297.4,37.2,68,0
302.0,27.2,4,0
298.7,33.3,36,0
297.3,52.1,36,0
300.5,26.5,101,0
302.7,46.9,176,0
302.0,34.2,13,0
300.5,37.2,7,0
301.0,9.7,143,1
298.4,23.2,16,0
296.4,47.8,99,0
298.2,62.3,149,0
300.1,39.5,133,0
297.5,43.7,46,0
299.3,46.9,21,0
303.0,46.8,99,0
300.7,44.0,97,0
303.4,45.5,26,0
298.0,33.0,58,0
299.6,34.8,115,0
302.2,32.1,41,0
298.6,32.6,201,0
297.1,36.6,227,0
301.1,41.5,184,0
299.1,36.2,169,0
301.8,49.0,136,0
297.8,33.5,13,0
300.2,53.6,184,0
300.6,39.7,67,0
297.6,45.3,15,0
298.2,26.6,168,0
297.7,40.1,82,0
298.1,40.2,109,0
298.8,37.5,75,0
298.4,53.5,168,0
301.7,41.4,153,0
300.7,33.2,48,0
302.7,28.1,135,0
302.5,26.4,192,0
298.8,44.7,147,0
297.8,50.7,24,0
301.7,42.1,68,0
300.4,37.4,162,0
302.7,32.0,155,0
300.1,27.7,95,5
298.9,50.6,115,0
303.5,23.3,100,0
298.6,34.4,25,0
299.3,35.6,87,0
298.5,46.7,102,0
301.9,45.7,119,0
300.5,49.6,80,0
297.7,29.1,179,0
301.7,22.1,99,0
300.1,42.6,208,0
297.7,27.1,136,0
298.9,23.8,33,0
298.9,21.7,105,0
300.5,60.9,73,0
298.7,50.5,34,0
298.5,36.0,21,0
297.5,27.4,215,0
300.1,43.1,13,0
298.7,26.2,189,0
300.5,55.6,2,0
299.7,45.1,170,0
302.3,51.7,61,0
297.9,37.7,16,0
299.1,61.3,94,0
303.4,50.8,128,0
299.5,32.4,67,0
300.8,35.8,54,0
300.9,26.8,199,0
298.3,43.1,177,0
300.5,43.3,31,0
300.7,38.9,3,0
303.0,43.0,108,0
302.0,35.9,30,0
302.7,26.5,184,0
303.5,17.0,110,0
301.3,41.5,197,0
300.5,48.2,225,0
297.4,51.9,184,0
301.6,65.8,75,1
297.8,32.1,183,0
301.6,43.9,0,0
302.3,62.5,109,0
300.5,29.4,140,0
298.4,40.0,211,0
301.3,46.0,119,0
297.0,39.4,126,0
302.6,31.8,52,0
298.7,47.1,64,0
300.6,52.8,75,0
299.1,33.7,30,0
299.6,45.3,166,0
298.7,31.9,51,0
298.5,41.0,153,0
299.8,21.8,141,0
302.0,25.1,87,0
297.5,50.7,38,0
303.1,15.1,113,0
298.8,42.4,74,0
296.8,48.3,105,0
303.5,39.0,21,0
303.5,51.6,62,0
301.0,41.8,170,0
301.3,31.4,0,0
302.2,51.5,126,3
300.1,45.8,163,0
304.2,42.5,175,0
298.4,53.6,5,0
304.4,38.9,9,0
301.1,39.6,215,0
297.9,47.9,127,0
303.5,49.3,82,0
297.4,38.8,26,0
298.3,52.1,26,0
297.2,31.2,145,0
300.8,42.1,170,0
302.3,37.5,73,0
299.2,37.9,177,0
300.9,48.1,59,0
300.2,44.4,141,0
298.2,45.0,66,0
298.4,57.8,96,0
303.6,57.8,27,0
301.6,29.2,111,0
300.7,39.8,50,0
299.6,48.8,72,0
301.0,37.6,116,0
303.5,30.8,0,0
300.9,41.7,210,0
300.1,39.8,115,0
300.6,43.9,185,0
301.5,48.7,160,0
297.9,30.7,134,0
302.3,32.3,0,0
297.5,44.5,178,0
297.3,41.3,140,0
297.3,44.8,21,0
298.1,28.6,176,0
298.5,37.3,29,0
300.6,31.2,181,0
300.2,28.8,92,0
298.0,30.6,195,0
303.0,47.6,106,3
297.6,40.2,0,0
303.7,24.3,209,0
302.0,31.0,152,0
302.7,32.1,188,0
302.0,27.3,45,0
300.7,61.8,209,1
300.3,33.6,38,0
299.0,48.5,25,0
299.0,32.5,25,0
302.3,43.7,152,0
296.7,31.3,128,0
302.8,44.7,32,0
303.4,53.0,208,2
298.9,44.2,115,0
300.4,57.3,116,0
300.5,20.3,208,0
298.0,36.6,22,0
300.7,47.0,119,0
298.5,40.2,45,0
301.0,42.9,26,0
299.4,24.3,128,0
300.7,43.2,49,0
303.7,53.6,185,0
297.7,48.9,147,0
298.5,33.5,91,0
303.7,47.4,48,0
297.9,40.6,175,0
301.0,44.4,83,0
299.2,52.4,61,0
296.8,45.9,132,0
298.2,44.2,87,0
300.5,42.9,29,0
303.8,52.6,123,0
303.4,44.6,78,0
301.0,35.8,13,0
296.8,58.6,19,0
301.7,62.7,36,0
299.1,43.9,79,0
298.0,39.6,99,0
299.0,35.9,16,0
303.6,54.0,186,0
300.9,28.7,39,0
300.4,49.3,142,0
300.7,39.7,181,0
298.9,26.9,17,0
299.3,44.9,162,0
300.2,29.4,221,0
297.3,44.5,177,0
302.2,43.5,140,0
302.2,52.4,157,0
297.9,40.7,124,0
299.8,25.9,63,0
302.2,33.2,74,0
297.5,13.8,29,0
300.9,44.7,87,0
303.5,36.4,107,0
297.6,40.2,72,0
298.8,32.8,4,0
296.8,33.0,115,0
298.9,56.8,171,0
299.5,49.7,207,0
299.0,40.3,83,0
303.6,23.5,7,0
298.8,36.7,147,0
303.0,16.5,148,0
303.6,16.8,0,0
300.7,53.9,150,0
299.2,61.9,42,0
298.3,30.7,174,0
302.4,44.1,56,0
296.9,37.6,109,0
299.5,20.9,117,0
300.1,52.1,94,0
301.5,33.1,38,0
298.2,34.9,67,0
300.3,33.5,109,0
296.9,41.4,6,0
297.5,40.0,206,0
299.8,36.6,157,0
299.4,52.6,205,0
301.9,39.3,9,0
299.1,37.8,46,0
297.9,40.1,166,0
300.5,60.8,146,0
302.4,31.8,100,0
297.5,48.3,139,0
302.4,39.6,86,0
301.4,36.3,28,0
299.8,24.9,174,0
299.1,39.8,145,0
298.7,25.8,72,0
302.3,46.3,194,0
300.5,37.7,90,0
301.3,44.1,188,0
300.7,36.9,174,0
299.1,24.1,173,0
296.6,41.5,189,0
297.6,52.6,26,0
298.9,37.6,142,0
299.2,41.3,8,0
300.0,49.1,131,0
302.3,53.3,63,0
302.4,51.8,178,0
300.4,35.1,193,0
299.6,39.7,64,0
299.7,36.2,108,0
298.5,47.3,47,0
303.6,54.1,126,0
302.4,50.9,99,0
301.6,39.0,118,0
299.2,55.1,78,0
300.5,28.3,207,0
300.1,40.9,93,0
298.0,23.5,122,0
297.2,50.4,74,0
298.1,37.1,84,0
300.4,42.2,133,0
303.4,15.8,20,0
303.5,36.5,191,0
303.6,38.3,54,0
302.7,32.5,148,0
301.0,53.6,74,0
297.2,32.1,52,0
299.3,26.8,167,0
304.1,42.4,105,0
298.7,42.5,46,0
298.9,44.3,156,0
301.5,38.5,224,0
299.8,31.3,121,0
302.2,62.4,31,0
297.8,29.9,144,0
302.1,24.4,200,0
302.0,36.4,114,0
295.8,51.7,69,0
297.6,49.8,222,2
300.0,45.4,90,0
298.1,56.8,59,0
298.1,51.7,88,0
300.4,44.6,149,0
298.4,38.6,161,0
298.4,19.2,132,0
300.7,49.9,0,0
298.7,33.3,53,0
300.4,23.5,49,0
299.8,35.1,179,0
297.0,13.3,98,0
302.3,26.1,7,0
298.9,45.3,58,0
298.1,36.7,51,0
301.8,40.1,142,0
301.0,45.0,123,0
298.7,31.1,178,0
302.5,19.1,74,0
300.2,51.5,7,0
296.9,35.8,206,4
298.3,21.5,88,0
302.4,16.0,154,0
297.5,27.3,67,0
302.9,40.7,52,0
298.3,35.6,138,0
302.9,37.7,73,0
298.2,50.2,43,0
298.7,26.8,40,0
297.8,38.0,29,0
298.8,27.9,12,0
301.7,50.7,133,0
297.9,44.6,184,0
304.0,42.1,5,0
299.1,48.4,220,0
297.4,39.0,128,0
298.8,38.1,157,0
297.2,41.4,192,0
300.6,42.9,190,0
299.3,36.8,62,0
297.8,48.3,27,0
303.0,30.4,205,0
301.9,38.8,22,0
300.7,30.3,64,0
300.0,45.8,81,0
299.8,39.4,209,0
295.6,45.5,53,0
299.4,48.6,70,0
300.1,51.4,76,0
299.9,52.3,167,0
303.7,28.0,44,0
298.0,32.8,122,0
300.7,55.1,36,0
301.9,47.8,179,0
301.2,47.4,5,0
299.8,32.4,53,0
304.1,43.7,131,0
301.8,31.6,6,0
300.8,38.1,153,0
298.2,42.4,48,0
300.0,26.9,193,0
297.4,44.4,193,0
299.4,42.7,128,0
300.2,37.5,145,0
296.3,47.1,215,0
299.4,40.8,73,0
298.9,17.4,151,0
298.0,19.0,143,0
300.9,46.4,212,0
300.5,42.3,121,0
299.7,45.3,205,0
299.7,46.8,86,0
302.2,34.0,170,0
297.6,40.5,135,0
300.0,36.4,66,0
296.8,38.9,112,0
298.3,30.4,33,0
300.1,45.4,119,0
299.6,30.8,92,0
299.3,47.8,148,0
297.6,47.0,191,0
298.3,43.9,116,0
302.8,36.5,52,5
299.9,57.9,59,0
297.0,41.4,222,0
302.6,47.3,171,0
298.2,36.3,166,0
298.9,15.0,19,0
300.3,19.6,12,0
299.0,34.6,91,0
300.6,35.9,95,0
297.7,43.7,96,0
300.8,21.1,44,0
300.5,34.4,2,0
297.4,38.0,154,0
300.0,46.4,150,0
300.6,42.7,147,0
296.3,29.6,188,0
300.1,31.0,201,0
300.7,35.0,52,0
300.5,44.4,111,0
299.1,42.1,86,0
302.3,37.8,137,0
297.5,56.5,189,0
300.7,43.1,159,0
299.8,30.0,24,0
300.7,51.2,63,0
298.5,26.9,130,0
299.0,29.2,62,0
301.2,40.0,55,0
298.0,29.5,15,0
296.8,30.8,48,0
300.8,42.2,225,0
299.0,32.9,87,0
300.3,40.7,98,0
296.9,46.9,186,0
300.1,33.8,38,0
300.0,58.7,68,0
296.0,36.8,121,0
298.9,44.9,69,0
297.9,31.4,57,0
303.6,31.4,180,0
298.4,44.8,201,0
303.5,45.1,32,0
303.8,43.0,0,0
301.6,43.4,100,0
300.7,21.0,194,0
298.0,69.4,189,1
297.9,39.8,38,0
296.7,38.7,45,0
302.9,22.8,148,0
298.6,45.5,38,0
302.0,57.6,197,3
302.5,52.1,116,0
303.7,42.8,54,0
299.5,49.5,5,0
301.1,29.5,160,0
298.2,43.5,129,0
302.7,52.8,164,0
299.0,38.4,75,0
302.8,50.3,60,0
302.2,53.4,58,0
299.8,23.7,198,0
302.2,48.7,20,0
298.1,48.1,54,0
301.7,21.8,84,0
297.3,42.9,122,0
300.6,22.0,24,0
297.1,33.4,204,0
300.9,50.9,152,0
298.5,31.8,23,0
300.5,51.9,68,0
304.0,31.7,206,0
301.3,25.5,46,0
299.5,48.9,56,0
302.1,60.3,207,2
299.7,41.0,179,0
301.0,34.6,207,0
301.5,52.4,165,0
302.3,32.1,197,0
301.5,32.8,205,0
297.2,57.2,100,0
301.0,44.9,86,0
299.3,29.9,201,0
297.4,50.0,52,0
302.0,39.8,99,0
297.7,35.2,153,0
300.2,31.2,37,0
297.3,30.6,196,0
297.0,47.4,112,0
298.4,42.7,186,0
299.5,41.0,93,0
300.0,21.9,9,0
298.5,41.7,100,0
299.4,44.9,88,0
301.2,50.9,66,0
297.7,38.6,19,0
300.1,31.3,41,0
303.6,49.5,109,0
297.4,48.6,75,0
302.4,31.6,93,0
298.5,44.7,119,0
300.3,29.5,27,0
300.1,50.9,111,0
300.6,36.7,193,0
298.3,28.6,18,0
302.1,39.4,26,0
300.3,30.9,156,0
298.7,44.7,48,0
298.0,36.4,65,0
298.4,42.9,15,0
299.3,45.5,27,0
301.7,47.9,189,0
303.0,21.9,132,0
301.7,42.6,79,0
298.0,43.9,205,0
298.7,42.1,200,0
299.3,37.9,127,0
299.0,31.8,25,0
299.4,45.7,213,0
298.2,45.8,80,0
300.4,36.3,21,0
297.6,47.1,11,0
302.5,47.5,130,0
296.8,43.9,30,0
297.9,40.6,45,0
299.6,36.8,62,0
298.8,28.2,67,0
298.8,48.1,159,0
297.8,49.2,208,0
298.4,50.4,202,0
295.6,46.2,24,0
304.2,44.9,136,0
301.3,30.4,92,0
302.2,50.0,132,0
297.6,39.8,19,0
298.9,43.1,147,0
300.2,39.5,68,0
303.9,34.4,137,0
300.8,50.7,121,0
302.8,39.7,239,0
296.9,49.1,163,0
302.1,44.1,43,0
302.7,36.0,191,0
296.8,61.4,125,0
297.2,35.3,113,0
301.0,35.8,156,0
297.6,45.4,64,0
298.4,35.6,101,0
298.1,46.3,27,0
300.2,35.0,212,0
299.3,42.3,0,0
301.9,44.3,57,0
300.8,45.7,146,0
297.3,29.4,141,0
302.8,42.7,241,0
297.2,26.0,200,0
300.0,34.4,18,0
302.1,30.6,50,0
302.2,32.8,120,0
298.2,37.2,87,0
298.3,45.4,96,0
302.9,45.5,72,0
301.5,49.0,193,0
299.5,52.4,94,0
299.9,42.1,182,0
299.2,48.4,35,0
297.4,45.7,110,0
300.4,34.5,154,0
298.3,33.8,72,0
300.4,13.5,5,0
299.0,30.0,53,0
297.8,36.8,198,0
296.8,48.3,138,0
299.6,46.3,196,0
300.9,46.0,151,0
298.9,52.1,108,0
300.7,42.0,147,0
298.0,55.8,65,0
297.9,59.5,55,0
299.6,33.6,70,0
298.4,37.3,103,0
295.6,55.6,215,2
302.3,19.7,190,0
300.2,46.9,23,0
299.7,40.4,140,0
297.6,44.9,14,0
297.5,44.7,135,0
299.5,41.5,77,0
297.1,60.4,133,0
296.8,47.7,155,0
298.1,48.1,111,0
299.3,26.1,52,0
299.4,42.3,114,0
301.8,20.9,23,0
300.8,36.5,195,0
298.9,32.0,60,0
299.6,42.8,160,0
297.2,33.0,84,0
296.9,33.7,229,0
300.4,59.2,198,2
301.2,34.1,204,0
297.2,35.7,169,0
300.9,36.0,148,0
301.9,34.6,211,0
298.9,28.7,181,0
300.3,62.2,142,0
297.4,42.6,164,0
298.6,31.2,180,0
303.8,28.0,170,0
303.3,21.5,0,0
298.4,35.4,112,0
299.3,37.2,149,0
299.1,45.3,92,0
301.8,39.8,121,0
302.4,47.9,154,0
300.5,27.7,117,0
300.7,30.3,96,0
300.0,31.8,103,0
302.4,52.3,141,0
298.4,38.8,167,0
298.2,19.9,96,0
300.5,38.5,108,0
303.5,43.7,20,0
303.8,29.3,167,0
298.0,40.9,77,0
297.8,54.0,180,0
301.4,38.8,162,0
301.4,39.9,201,0
303.8,48.3,52,0
302.3,37.8,57,0
302.0,44.7,76,0
297.2,45.8,109,0
302.2,33.2,9,0
300.7,44.3,55,0
303.7,46.3,44,0
298.0,23.8,44,0
301.6,40.4,139,0
304.4,43.1,13,0
303.7,39.2,184,0
301.4,47.6,52,0
298.9,51.7,64,0
300.9,61.4,88,0
301.2,52.0,69,0
303.0,32.6,63,0
297.5,30.1,40,0
302.3,44.6,93,0
299.8,51.6,158,0
300.8,45.2,188,0
303.1,41.9,115,0
298.1,29.6,20,0
302.2,41.9,166,0
296.3,33.2,186,0
301.0,43.5,21,0
303.0,42.9,94,0
296.9,56.5,110,0
302.5,32.0,198,0
298.5,61.9,130,0
299.6,55.2,95,0
297.3,38.2,37,0
299.2,44.1,91,0
300.6,42.9,12,0
299.0,35.3,47,0
301.5,58.5,13,0
298.0,26.6,9,0
299.6,43.1,160,0
297.5,57.0,132,0
300.5,30.5,34,0
300.0,29.7,64,0
301.5,49.5,107,0
304.0,38.7,104,0
299.0,28.0,178,0
298.2,42.4,164,0
300.0,32.0,117,0
301.2,48.0,199,0
303.5,45.2,173,0
300.2,59.4,26,0
300.3,42.0,3,0
297.4,48.9,120,0
298.1,47.5,33,0
301.3,38.4,65,0
302.9,23.9,244,0
303.1,36.4,150,0
299.5,38.2,74,0
300.7,40.0,207,0
297.3,50.5,71,0
297.7,56.7,203,2
300.4,39.3,110,0
301.5,40.4,124,0
300.7,53.8,67,0
300.9,37.5,12,0
299.2,43.2,158,0
297.5,44.3,25,0
299.2,47.6,168,0
298.0,32.2,118,0
302.5,33.8,63,0
301.8,35.8,82,0
298.5,53.6,122,0
297.4,33.4,176,0
296.8,29.7,46,0
303.7,59.3,137,0
298.3,31.1,195,0
301.5,52.1,121,0
298.8,61.9,79,0
300.1,58.2,155,0
302.4,45.9,50,0
302.6,38.0,99,0
300.0,50.2,32,0
298.6,48.2,136,0
301.7,55.0,194,0
302.0,39.0,15,0
300.2,35.8,36,0
300.2,44.2,84,0
300.4,32.8,26,0
301.8,48.4,110,0
303.4,43.0,117,0
300.7,58.4,189,2
297.3,14.9,49,0
303.8,39.4,159,0
301.5,46.5,172,0
300.9,26.2,191,0
303.6,32.4,223,0
300.8,39.4,18,0
298.8,29.5,162,0
298.1,43.1,65,0
298.3,26.5,145,0
298.9,35.3,190,0
299.2,27.0,225,4
301.4,26.0,135,0
302.4,32.5,169,0
300.4,32.9,117,0
297.3,38.2,14,0
298.7,50.3,54,0
299.1,48.2,86,0
299.8,34.8,122,0
298.2,35.8,43,0
300.7,46.5,183,0
301.4,32.2,17,0
301.7,45.9,85,0
